K%_8;Fechamento_TSI_13:25;R%_21;R%_14
0.5061124694376538;0.8265458348310519;0.6823104693140793;0.5393013100436677
0.5305623471882644;0.847095045264947;0.6444043321299637;0.5349344978165935
0.5330073349633251;0.8523019667892848;0.6407942238267147;0.5393013100436677
0.398533007334963;0.8564825553321305;0.716606498194946;0.6572052401746725
0.3985330073349639;0.8609272680635996;0.7472924187725629;0.6746724890829692
0.4914425427872864;0.8498723842372029;0.7906137184115518;0.6877729257641916
0.5207823960880201;0.8424659830047012;0.6967509025270754;0.6855895196506548
0.5085574572127144;0.8274000225054472;0.7075812274368232;0.6834061135371174
0.5525672371638145;0.8060202254943043;0.7003610108303251;0.6572052401746717
0.5476772616136923;0.7916362096777613;0.6967509025270754;0.6397379912663752
0.5256723716381414;0.7707710002660944;0.709386281588448;0.5720524017467249
0.550122249388753;0.746108389127805;0.6913357400722022;0.5218340611353711
0.5501222493887539;0.7387730619475488;0.6931407942238264;0.5196506550218336
0.5378973105134481;0.7374544060235967;0.6859205776173284;0.5065502183406104
0.5599022004889982;0.7386832155789351;0.6570397111913355;0.482532751091703
0.5378973105134472;0.7016979786750946;0.6570397111913355;0.4912663755458513
0.5354523227383866;0.6689924696857847;0.6299638989169676;0.4847161572052397
0.5525672371638145;0.6475447096789834;0.568592057761733;0.482532751091703
0.5036674816625913;0.6278401757632381;0.5703971119133578;0.5152838427947595
0.4743276283618594;0.6146868748166597;0.5776173285198553;0.5458515283842785
0.5061124694376529;0.6039305282201823;0.5830324909747291;0.5502183406113534
0.511002444987775;0.5979970122343432;0.5812274368231048;0.5698689956331874
0.5990220048899763;0.5981784471307048;0.5234657039711187;0.5131004366812221
0.5281173594132038;0.5845143366740193;0.5324909747292416;0.5174672489082962
0.5256723716381423;0.5798189402752649;0.5306859205776173;0.5196506550218336
0.5256723716381423;0.5759729941615305;0.5415162454873644;0.5087336244541479
0.5232273838630817;0.578442451562028;0.5523465703971114;0.4868995633187764
0.5232273838630808;0.5561772988820536;0.5541516245487363;0.4694323144104798
0.5134474327628366;0.5329051877350552;0.5703971119133572;0.4366812227074234
0.5427872860635703;0.486805153153065;0.5667870036101081;0.5371179039301301
0.5403422982885097;0.4551023700311283;0.5758122743682305;0.5524017467248901
0.5183374083129586;0.4278448029169799;0.57942238267148;0.5414847161572052
0.5183374083129586;0.4142616385082014;0.5722021660649814;0.5567685589519642
0.5550122249388751;0.4047519041031964;0.5288808664259925;0.5196506550218336
0.5819070904645474;0.3947178347743658;0.4981949458483755;0.5043668122270746
0.5941320293398541;0.3995673276228323;0.424187725631769;0.4475982532751084
0.5672371638141819;0.3941928254820305;0.5361010830324906;0.4585152838427941
0.5281173594132038;0.3886930587017436;0.5288808664259925;0.4563318777292566
0.5207823960880192;0.3841828822562465;0.5324909747292422;0.45414847161572
0.5158924205378972;0.3835653300034324;0.5342960288808664;0.4585152838427949
0.533007334963326;0.3957863034339083;0.5288808664259925;0.4519650655021825
0.5158924205378972;0.4020072680467104;0.5415162454873651;0.5087336244541487
0.5305623471882644;0.4215326134262537;0.5198555956678697;0.4956331877729255
0.5525672371638145;0.4251558352516487;0.5162454873646206;0.5262008733624453
0.533007334963326;0.4186293925289782;0.5234657039711187;0.5436681222707418
0.5256723716381423;0.3864206870861117;0.5144404332129958;0.5393013100436677
0.5061124694376529;0.3595395329615283;0.5324909747292422;0.556768558951965
0.5183374083129586;0.3435146373183107;0.5234657039711187;0.5502183406113534
0.515892420537898;0.3374641622744033;0.5722021660649821;0.5502183406113534
0.5305623471882644;0.3303771816631591;0.5595667870036102;0.5305676855895194
0.5696821515892425;0.3223827803011824;0.5722021660649821;0.5305676855895194
0.567237163814181;0.3210852456847624;0.5722021660649821;0.5065502183406112
0.5867970660146704;0.332355561304053;0.5379061371841154;0.4606986899563315
0.5281173594132029;0.3554061569129627;0.5433212996389892;0.4737991266375539
0.5158924205378972;0.3840760270749403;0.5487364620938631;0.4803493449781656
0.5256723716381423;0.4263834363891788;0.5306859205776173;0.4628820960698682
0.5403422982885088;0.4324556324705062;0.5270758122743683;0.4585152838427941
0.5305623471882644;0.4318635028761247;0.5433212996389892;0.4737991266375539
0.5085574572127144;0.4263324529062485;0.5505415162454873;0.4956331877729255
0.4963325183374094;0.4278644831502629;0.5541516245487363;0.5633187772925758
0.4963325183374094;0.4733867618868794;0.5722021660649814;0.5742358078602615
0.4865525672371643;0.5055652268064714;0.5938628158844761;0.606986899563318
0.550122249388753;0.5095702089402446;0.5451263537906135;0.5611353711790391
0.5867970660146704;0.5216888411782549;0.5397111913357395;0.5545851528384276
0.5501222493887539;0.5438593124344364;0.5397111913357395;0.5393013100436677
0.5232273838630817;0.5569996792505637;0.5577617328519853;0.5458515283842785
0.5207823960880192;0.5598197362098594;0.5938628158844768;0.5196506550218336
0.4547677261613699;0.5595831958103022;0.6462093862815885;0.5742358078602615
0.5696821515892425;0.5614344421728616;0.6245487364620937;0.5131004366812228
0.5476772616136923;0.5711099666202977;0.6371841155234657;0.5393013100436677
0.4792176039119806;0.5587830043694695;0.6588447653429604;0.6026200873362438
0.5085574572127144;0.5358040546805167;0.6480144404332133;0.6026200873362446
0.5525672371638145;0.5515095347070182;0.629963898916967;0.5698689956331874
0.5476772616136923;0.5440886210900419;0.6119133574007218;0.576419213973799
0.5305623471882644;0.5343670486261562;0.602888086642599;0.5240174672489077
0.5061124694376529;0.5127644891816839;0.5938628158844768;0.5458515283842793
0.550122249388753;0.5010062144828151;0.5722021660649821;0.5196506550218336
0.5941320293398541;0.4974675476263922;0.5848375451263533;0.4759825327510915
0.4792176039119815;0.4974663745535736;0.6480144404332127;0.5371179039301301
0.4889975550122258;0.4945876225751998;0.6046931407942239;0.5196506550218336
0.5819070904645482;0.5007340289563542;0.602888086642599;0.5196506550218336
0.6136919315403435;0.5017613538274626;0.5036101083032487;0.4497816593886458
0.5525672371638145;0.4946672261260433;0.5451263537906135;0.4803493449781656
0.5036674816625913;0.4947532862240171;0.5631768953068592;0.4585152838427949
0.5085574572127144;0.4858045984165963;0.5505415162454873;0.5349344978165935
0.533007334963326;0.4775315221503146;0.5379061371841154;0.4847161572052397
0.5207823960880192;0.4738503156306919;0.564981949458484;0.5021834061135371
0.5207823960880201;0.4968503484192773;0.568592057761733;0.4978165938864629
0.5599022004889982;0.526793041693882;0.5523465703971121;0.5196506550218336
0.5378973105134472;0.5257464802830939;0.5487364620938631;0.5349344978165935
0.5378973105134481;0.5341405390728978;0.5054151624548736;0.5218340611353703
0.5550122249388751;0.5450545822529665;0.561371841155235;0.5109170305676853
0.5256723716381423;0.5504899823462264;0.5324909747292416;0.5196506550218336
0.4694376528117363;0.5583221686141164;0.5722021660649821;0.5589519650655017
0.4425427872860632;0.568990752144398;0.5992779783393506;0.5895196506550214
0.5574572127139367;0.5551262554106483;0.5902527075812272;0.5458515283842785
0.515892420537898;0.5441947823025329;0.6462093862815879;0.5982532751091697
0.4865525672371643;0.5353765523507099;0.629963898916967;0.5742358078602615
0.5256723716381423;0.5374820332650703;0.6119133574007218;0.5982532751091697
0.5232273838630817;0.525422002252167;0.6245487364620937;0.5982532751091697
0.5061124694376529;0.5166904026898643;0.6245487364620937;0.5655021834061132
0.5721271393643031;0.5251179171501881;0.5830324909747291;0.4868995633187772
0.5843520782396089;0.5265201015306034;0.5866425992779781;0.4672489082969431
0.5305623471882644;0.5456032515777166;0.57942238267148;0.4585152838427941
0.5061124694376529;0.5686650817216855;0.5974729241877258;0.5218340611353711
0.5378973105134472;0.615083507248293;0.6046931407942239;0.4912663755458513
0.5599022004889982;0.6498175502818;0.595667870036101;0.4912663755458513
0.4914425427872873;0.6767201406346501;0.5884476534296023;0.5087336244541479
0.5061124694376529;0.696922823000466;0.5559566787003611;0.5109170305676853
0.49877750611247;0.7059439721766281;0.5740072202166062;0.5938864628820956
0.4621026894865526;0.7139730188598181;0.5830324909747291;0.6179039301310038
0.459657701711492;0.7247360138869381;0.6534296028880866;0.6353711790393011
0.4474327628361862;0.7370545435515103;0.6768953068592055;0.6659388646288209
0.533007334963326;0.7458843000974105;0.6732851985559565;0.6855895196506541
0.533007334963326;0.7504388311498928;0.6606498194945846;0.6615720524017459
0.5476772616136923;0.7369011564726323;0.6606498194945846;0.6462882096069861
0.5427872860635694;0.7272370228998034;0.696750902527076;0.6113537117903929
0.511002444987775;0.6975052899859477;0.7111913357400721;0.5742358078602615
0.5036674816625922;0.666386883237693;0.696750902527076;0.5545851528384276
0.5232273838630808;0.6169055561307275;0.693140794223827;0.5458515283842793
0.5378973105134481;0.591382883312308;0.7093862815884473;0.5262008733624453
0.567237163814181;0.5605991280854096;0.6660649819494584;0.5087336244541479
0.555012224938876;0.5395616877855478;0.6696750902527069;0.5218340611353703
0.5599022004889973;0.5193982002575436;0.6137184115523467;0.4978165938864629
0.5770171149144253;0.4997596462441355;0.5613718411552343;0.4781659388646281
0.5941320293398532;0.4826320511096263;0.4981949458483755;0.4213973799126635
0.5599022004889973;0.4662308860270889;0.5108303249097474;0.4366812227074234
0.511002444987775;0.4469391299923139;0.5000000000000003;0.434497816593886
0.5452322738386309;0.4286333502044549;0.5090252707581226;0.4475982532751091
0.5281173594132029;0.4226780916198431;0.5108303249097474;0.4497816593886458
0.5427872860635703;0.4097269359029866;0.5108303249097474;0.4585152838427941
0.5403422982885088;0.4018765450215577;0.4999999999999997;0.4847161572052397
0.5378973105134472;0.3968076784466373;0.4891696750902526;0.4890829694323139
0.5476772616136923;0.4015681328328816;0.4765342960288807;0.5021834061135371
0.5476772616136923;0.4070619644078758;0.4675090252707579;0.482532751091703
0.5183374083129586;0.4285616027653987;0.4909747292418775;0.517467248908297
0.5305623471882644;0.4536692477528797;0.4837545126353788;0.4890829694323139
0.5427872860635703;0.4844301129609665;0.4999999999999997;0.4956331877729255
0.5256723716381423;0.5108565697123547;0.5252707581227435;0.5152838427947595
0.5110024449877759;0.5326381943976375;0.5469314079422376;0.5393013100436677
0.5134474327628366;0.5536679603360588;0.5667870036101081;0.5414847161572044
0.5696821515892425;0.5783353960305073;0.5234657039711194;0.5043668122270738
0.4889975550122249;0.6003003353058677;0.6010830324909748;0.56768558951965
0.5036674816625913;0.6187892737197755;0.59927797833935;0.5873362445414848
0.511002444987775;0.6387201749375131;0.6046931407942239;0.5982532751091697
0.5281173594132029;0.6406039251994192;0.6209386281588447;0.5917030567685589
0.5256723716381423;0.6605080931524747;0.6299638989169676;0.5829694323144099
0.5134474327628366;0.6856936040046263;0.6407942238267147;0.5829694323144106
0.515892420537898;0.7131641733542707;0.6425992779783388;0.5786026200873357
0.5281173594132038;0.7056999615580392;0.633574007220216;0.5720524017467241
0.5232273838630808;0.6508208006120824;0.6462093862815885;0.5633187772925758
0.5378973105134472;0.6252014585382338;0.6407942238267147;0.5327510917030568
0.5134474327628366;0.6127608184307255;0.6588447653429604;0.5720524017467249
0.4816625916870421;0.5920715373455097;0.6588447653429598;0.5764192139737983
0.4938875305623471;0.5656638342112252;0.6642599277978343;0.5851528384279473
0.5452322738386309;0.5324740229277953;0.6335740072202166;0.556768558951965
0.5721271393643039;0.5147936928145966;0.6191335740072199;0.5371179039301301
0.5647921760391204;0.4918351978025593;0.5884476534296023;0.4999999999999988
0.4914425427872864;0.4726921022519265;0.5848375451263539;0.5262008733624453
0.5378973105134481;0.4759882010522798;0.57942238267148;0.5021834061135363
0.5647921760391204;0.4735252868991709;0.5613718411552343;0.4759825327510915
0.5696821515892425;0.4767426260701919;0.5379061371841154;0.4257641921397376
0.5403422982885088;0.4582795084569786;0.5487364620938631;0.419213973799126
0.533007334963326;0.4606382823347656;0.5306859205776167;0.434497816593886
0.5476772616136923;0.4352567785497663;0.5180505415162449;0.4999999999999996
0.4963325183374085;0.4298971597095039;0.5541516245487363;0.4847161572052397
0.5036674816625922;0.4329524729874051;0.5415162454873644;0.4999999999999996
0.5281173594132038;0.4242990371724586;0.5379061371841154;0.5262008733624445
0.5599022004889973;0.4128794610366274;0.4819494584837546;0.5109170305676853
0.5403422982885097;0.3993187252326836;0.489169675090252;0.5436681222707418
0.5599022004889982;0.39330294005335;0.4675090252707579;0.4781659388646281
0.623471882640587;0.3866522974126966;0.4981949458483755;0.4716157205240173
0.4889975550122258;0.3824636747859517;0.5162454873646206;0.5131004366812221
0.5427872860635703;0.3876275205446526;0.5162454873646206;0.4803493449781656
0.5696821515892416;0.3803525239769244;0.5216606498194944;0.4541484716157207
0.5599022004889973;0.3735208398708758;0.5270758122743683;0.4497816593886458
0.5305623471882644;0.391967032361059;0.545126353790614;0.482532751091703
0.5256723716381423;0.3862643544561989;0.5306859205776173;0.443231441048035
0.533007334963326;0.3466327317039331;0.5505415162454873;0.5021834061135363
0.515892420537898;0.394725933235747;0.5379061371841154;0.4912663755458505
0.5427872860635694;0.4753443317429531;0.5126353790613722;0.4803493449781656
0.5599022004889973;0.525811476559401;0.5000000000000003;0.4934497816593888
0.4889975550122258;0.560582080504972;0.5397111913357395;0.5480349344978159
0.533007334963326;0.5899808316931425;0.5198555956678697;0.5109170305676846
0.689486552567238;0.6169675590988115;0.4115523465703972;0.4082969432314403
0.4547677261613699;0.6346049709320927;0.5938628158844761;0.56768558951965
0.2200488997555017;0.653493162137046;0.6768953068592055;0.6921397379912665
0.3887530562347197;0.6704121572189287;0.6877256317689525;0.6965065502183398
0.5330073349633251;0.6727839978280321;0.696750902527076;0.7030567685589515
0.5134474327628366;0.6790867470405095;0.723826714801444;0.6986899563318772
0.4938875305623479;0.6752388403513986;0.7418772563176892;0.6681222707423575
0.5183374083129595;0.6704971098144759;0.7328519855595663;0.7030567685589515
0.5134474327628366;0.6649499778615833;0.7490974729241877;0.7008733624454148
0.4963325183374085;0.6284825852448652;0.7563176895306858;0.5960698689956323
0.555012224938876;0.6108948440003215;0.7328519855595663;0.5393013100436677
0.5427872860635703;0.5692124236565573;0.7563176895306851;0.5742358078602615
0.5330073349633251;0.5348378971377526;0.7220216606498192;0.5131004366812221
0.5599022004889973;0.5009591543477216;0.6787003610108303;0.5196506550218336
0.5403422982885088;0.4843873944201144;0.7075812274368232;0.5109170305676853
0.6308068459657706;0.4701238143080106;0.6155234657039709;0.4148471615720519
0.5770171149144261;0.4638505619575849;0.5595667870036095;0.4475982532751084
0.4865525672371643;0.4544937335344851;0.5342960288808664;0.4454148471615717
0.6356968215158927;0.4425934104478878;0.4729241877256318;0.3580786026200865
0.567237163814181;0.4207915917228269;0.4223826714801442;0.349344978165939
0.5207823960880201;0.3944817977691692;0.458483754512635;0.3864628820960696
0.4963325183374085;0.3777950842212039;0.4548736462093866;0.3646288209606989
0.5134474327628366;0.3603289344329065;0.4620938628158847;0.4323144104803493
0.5305623471882644;0.3662605395991213;0.4368231046931409;0.4410480349344975
0.5647921760391204;0.388226077110818;0.4277978339350181;0.4126637554585144
0.5990220048899763;0.4395341513359359;0.3916967509025265;0.4694323144104798
0.6161369193154033;0.4933247472176698;0.3772563176895311;0.4410480349344975
0.5501222493887539;0.5391886783866682;0.3935018050541514;0.4585152838427941
0.5354523227383875;0.5658569336152102;0.3610108303249096;0.419213973799126
0.4792176039119806;0.6122537212871122;0.4530685920577618;0.4650655021834057
0.4083129584352082;0.6540083489011296;0.5162454873646206;0.5262008733624453
0.3569682151589253;0.6855118956356874;0.5884476534296023;0.6310043668122262
0.3007334963325184;0.7127086339556915;0.7563176895306858;0.7729257641921392
0.4449877750611256;0.732162773013969;0.7400722021660643;0.7947598253275099
0.5378973105134481;0.747863777480835;0.7184115523465702;0.7751091703056759
0.4352078239608804;0.7607698555642083;0.7960288808664256;0.8995633187772916
0.3618581907090465;0.772620892596066;0.8122743682310466;0.8908296943231433
0.4889975550122258;0.7897809669762904;0.8249097472924185;0.8144104803493439
0.5158924205378972;0.8092219341196225;0.8375451263537903;0.748908296943231
0.5207823960880192;0.8252085432771518;0.868231046931408;0.650655021834061
0.5378973105134472;0.7986315741505821;0.9043321299638988;0.6724890829694324
0.533007334963326;0.7809588404999741;0.909747292418772;0.6615720524017459
0.5256723716381423;0.7586748229638542;0.9241877256317688;0.5873362445414848
0.4743276283618585;0.7351339744190273;0.9241877256317688;0.5895196506550214
0.4449877750611247;0.7164568031173004;0.8862815884476531;0.6222707423580779
0.4963325183374094;0.7064841527513197;0.8194945848375446;0.6157205240174662
0.5452322738386309;0.703817292312354;0.7328519855595669;0.5982532751091705
0.6332518337408322;0.6991602043663281;0.6859205776173284;0.4999999999999996
0.5330073349633251;0.6936214491446613;0.6696750902527074;0.517467248908297
0.5745721271393647;0.6939966624397309;0.5884476534296029;0.4737991266375539
0.5427872860635703;0.6899091384915941;0.5577617328519853;0.4563318777292574
0.5012224938875316;0.6928147963548853;0.5758122743682305;0.3908296943231437
0.4743276283618585;0.7010487966301749;0.5938628158844761;0.4432314410480342
0.5085574572127144;0.7078537798760217;0.5848375451263539;0.45414847161572
0.5403422982885097;0.6875633247196342;0.5667870036101081;0.5589519650655017
0.5110024449877759;0.6711539858621741;0.606498194945848;0.56768558951965
0.515892420537898;0.6582481398487962;0.5776173285198553;0.5786026200873357
0.5134474327628366;0.6465210208493365;0.5776173285198553;0.6135371179039296
0.4792176039119815;0.636634484277428;0.5216606498194944;0.6091703056768547
0.5036674816625913;0.624161930717816;0.5469314079422383;0.5895196506550214
0.5916870415647926;0.6157472890374753;0.5144404332129965;0.5240174672489085
0.5672371638141819;0.6162564201040923;0.6209386281588447;0.5524017467248901
0.5305623471882644;0.6068361851691824;0.5902527075812272;0.5131004366812221
0.5281173594132029;0.5945463693217078;0.6083032490974729;0.5065502183406112
0.533007334963326;0.5928137619960001;0.6155234657039709;0.5043668122270738
0.5403422982885088;0.5856852249564972;0.5884476534296023;0.4650655021834057
0.5330073349633251;0.5751640993022908;0.5740072202166062;0.4716157205240173
0.49877750611247;0.5682804988270203;0.5830324909747291;0.4868995633187764
0.5281173594132038;0.5788125551634751;0.5722021660649814;0.5131004366812221
0.5623471882640588;0.6101935503165868;0.5541516245487363;0.5218340611353703
0.5158924205378972;0.6139016316489597;0.564981949458484;0.5414847161572052
0.5134474327628366;0.6131987953396719;0.5595667870036102;0.5349344978165935
0.555012224938876;0.612647591397297;0.5216606498194944;0.5218340611353703
0.5378973105134481;0.6110114649224283;0.5252707581227435;0.5305676855895186
0.4841075794621036;0.6105559296782996;0.5523465703971114;0.5545851528384276
0.4327628361858198;0.605220823549841;0.6317689530685918;0.5960698689956323
0.5036674816625913;0.5945212609940066;0.6245487364620937;0.5873362445414848
0.5770171149144253;0.5885524955459907;0.6137184115523467;0.5720524017467249
0.5378973105134481;0.5745687924114246;0.6119133574007218;0.5567685589519642
0.5330073349633251;0.554019831858927;0.6119133574007218;0.576419213973799
0.5305623471882644;0.5425800205382435;0.6173285198555951;0.56768558951965
0.5378973105134481;0.5342697501209709;0.5974729241877258;0.5414847161572052
0.5550122249388751;0.5491216850152765;0.57942238267148;0.4694323144104798
0.5354523227383866;0.5740641078850421;0.6010830324909748;0.4781659388646281
0.5403422982885088;0.5735792907607138;0.5848375451263539;0.5043668122270738
0.5599022004889982;0.6136444839021835;0.5649819494584833;0.4956331877729255
0.5354523227383866;0.6410753746306153;0.5884476534296029;0.5021834061135371
0.515892420537898;0.6648405072221896;0.5812274368231043;0.5065502183406104
0.4841075794621036;0.680482619075234;0.59927797833935;0.5262008733624445
0.4572127139364305;0.6914638630658001;0.5722021660649814;0.5807860262008724
0.5354523227383866;0.7063063901916177;0.5487364620938624;0.5545851528384276
0.5647921760391204;0.7326140583226614;0.5830324909747291;0.556768558951965
0.4352078239608804;0.758477804110059;0.6534296028880866;0.6419213973799119
0.5232273838630808;0.7899696171861688;0.6624548736462095;0.6615720524017459
0.5256723716381423;0.8182473599580098;0.6606498194945846;0.6462882096069869
0.5378973105134481;0.8507820040200909;0.6425992779783388;0.6091703056768555
0.5134474327628366;0.8742811896883346;0.6805054151624546;0.5982532751091697
0.4621026894865526;0.8841646649330319;0.7184115523465702;0.6528384279475976
0.4621026894865535;0.8834129558157566;0.7346570397111911;0.6855895196506541
0.4669926650366748;0.8832810342152211;0.7689530685920577;0.6462882096069869
0.4718826405867969;0.8988098689480571;0.7870036101083029;0.6528384279475976
0.4669926650366757;0.9079014427236428;0.8140794223826714;0.689956331877729
0.4865525672371634;0.9175690637287496;0.7833935018050544;0.6877729257641924
0.5501222493887539;0.9123089581598508;0.7490974729241872;0.6703056768558942
0.555012224938876;0.9106686015204436;0.7527075812274362;0.6222707423580779
0.5427872860635703;0.8950885591162792;0.7635379061371839;0.6026200873362438
0.5183374083129586;0.8844364120089467;0.7057761732851983;0.5807860262008724
0.4474327628361862;0.8882410884956835;0.754512635379061;0.6244541484716153
0.5232273838630808;0.8916444604726836;0.7545126353790617;0.5938864628820956
0.5378973105134481;0.9000168410377207;0.740072202166065;0.5698689956331874
0.5378973105134472;0.8996393002845235;0.7472924187725629;0.5851528384279473
0.5427872860635703;0.8909452318775664;0.6931407942238264;0.56768558951965
0.5452322738386317;0.8783568751250153;0.6877256317689525;0.5698689956331874
0.4547677261613699;0.8145951840288994;0.7111913357400715;0.6353711790393003
0.4621026894865526;0.7624516772087077;0.6949458483754513;0.587336244541484
0.4987775061124692;0.7482782606605953;0.6859205776173284;0.6026200873362446
0.5085574572127144;0.7433981617184349;0.6750902527075813;0.5960698689956331
0.5550122249388751;0.7402834404083068;0.6660649819494584;0.5851528384279473
0.5574572127139367;0.7203356343647334;0.6606498194945846;0.5764192139737983
0.6381418092909542;0.6931806499781957;0.5830324909747291;0.5021834061135363
0.6356968215158927;0.6726974094445075;0.5830324909747291;0.4366812227074234
0.4694376528117363;0.6611959183102736;0.5920577617328513;0.4890829694323139
0.3960880195599032;0.6556204009100062;0.6317689530685918;0.5262008733624445
0.5036674816625922;0.6517307695971074;0.6335740072202166;0.5240174672489077
0.5696821515892425;0.6497978229900689;0.6046931407942232;0.5021834061135363
0.6014669926650369;0.647204085580588;0.5866425992779781;0.4890829694323139
0.5599022004889973;0.6309864488022062;0.595667870036101;0.5043668122270738
0.5085574572127144;0.6328483677876771;0.5631768953068592;0.5786026200873357
0.4963325183374085;0.6411186931142342;0.5667870036101081;0.5698689956331874
0.5134474327628366;0.6267617453206275;0.5505415162454873;0.5131004366812228
0.5232273838630808;0.6175494578162082;0.5505415162454873;0.5043668122270738
0.5305623471882644;0.6082408383457762;0.5595667870036102;0.5043668122270738
0.5672371638141819;0.5900585175779928;0.5469314079422376;0.5065502183406104
0.511002444987775;0.5724937153743861;0.59927797833935;0.5873362445414848
0.4523227383863084;0.5571586322273161;0.6624548736462088;0.5960698689956323
0.5599022004889982;0.5425090705040894;0.6046931407942239;0.5174672489082962
0.5427872860635694;0.5336924011172339;0.5866425992779788;0.5589519650655017
0.5354523227383875;0.5233012413051803;0.5433212996389886;0.5109170305676846
0.5623471882640588;0.5302090275668381;0.5324909747292416;0.493449781659388
0.5623471882640588;0.5377112960073871;0.5541516245487363;0.5021834061135371
0.5427872860635703;0.5467172423580624;0.575812274368231;0.4694323144104798
0.5403422982885088;0.54206666848379;0.5613718411552343;0.4454148471615717
0.5281173594132038;0.5360177037477927;0.5433212996389886;0.4628820960698682
0.5281173594132038;0.5046907082594531;0.5433212996389886;0.4606986899563315
0.49877750611247;0.4293971538749891;0.5649819494584833;0.5349344978165935
0.4816625916870421;0.3584830685298522;0.5722021660649814;0.5480349344978159
0.5183374083129586;0.3011899540368358;0.5866425992779788;0.5742358078602615
0.5476772616136923;0.264291310223373;0.5469314079422383;0.5502183406113534
0.5623471882640597;0.2395526051585383;0.5252707581227435;0.5436681222707418
0.5965770171149147;0.2185837503796949;0.4873646209386278;0.4999999999999996
0.7237163814180931;0.1944361691780134;0.3916967509025272;0.3733624454148464
0.6919315403422988;0.1673523219260632;0.4043321299638991;0.3165938864628818
0.611246943765282;0.1447137044709614;0.3736462093862815;0.266375545851528
0.5403422982885088;0.1234936642495845;0.4061371841155233;0.2729257641921396
0.5134474327628366;0.1449772691355731;0.4079422382671481;0.2772925764192138
0.5305623471882644;0.1795187980239877;0.4043321299638991;0.2969432314410478
0.5721271393643031;0.2363172206410678;0.3880866425992781;0.2860262008733621
0.6039119804400983;0.2702827405623926;0.3519855595667868;0.3034934497816594
0.5745721271393647;0.3395568725886806;0.3212996389891698;0.4148471615720519
0.5525672371638145;0.3604444344455734;0.3014440433212998;0.4454148471615717
0.4694376528117363;0.3998167541216227;0.3483754512635377;0.4956331877729255
0.4132029339853303;0.4269276757191373;0.3772563176895305;0.5502183406113534
0.4254278728606361;0.4405742833447474;0.4458483754512631;0.5938864628820956
0.5036674816625922;0.4565775519616899;0.4332129963898913;0.5786026200873357
0.4498777506112469;0.4620580731756132;0.568592057761733;0.7183406113537113
0.5403422982885088;0.4621558287047378;0.5685920577617324;0.6244541484716153
0.7041564792176036;0.4606698489868029;0.575812274368231;0.6048034934497813
0.4425427872860641;0.4594719097565282;0.6624548736462095;0.6790393013100433
0.5647921760391204;0.4704192023948692;0.6534296028880866;0.6135371179039296
0.5354523227383866;0.4776436772519439;0.6606498194945846;0.5480349344978159
0.5403422982885088;0.4636056227992712;0.6516245487364624;0.5436681222707426
0.5819070904645474;0.4449702418626268;0.6624548736462095;0.4563318777292574
0.5599022004889982;0.4243887721218015;0.6732851985559565;0.4454148471615717
0.5403422982885097;0.4068334192185334;0.6877256317689525;0.5393013100436677
0.47677261613692;0.3780913531188662;0.6895306859205774;0.5218340611353703
